2020-06-10 05:36:08 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,parcel_021.csv,26923,85975
2020-06-10 05:36:16 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,parcel_022.csv,26931,83695
2020-06-10 05:36:21 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,parcel_023.csv,27282,86623
2020-06-10 05:36:28 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,parcel_024.csv,30283,109791
2020-06-10 05:36:35 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,parcel_025.csv,28869,100784
2020-06-10 05:36:42 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_001.csv,3444,24300
2020-06-10 05:36:48 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_002.csv,2209,15374
2020-06-10 05:36:55 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_003.csv,3309,21980
2020-06-10 05:37:03 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_004.csv,4060,28841
2020-06-10 05:37:09 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_005.csv,1691,13078
2020-06-10 05:37:15 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_006.csv,2285,16253
2020-06-10 05:37:24 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_007.csv,4362,30647
2020-06-10 05:37:30 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_008.csv,1849,14047
2020-06-10 05:37:36 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_009.csv,2882,18936
2020-06-10 05:37:54 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_010.csv,1952,14017
2020-06-10 05:38:00 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_011.csv,1631,13432
2020-06-10 05:38:06 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_012.csv,2526,19427
2020-06-10 05:38:12 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_013.csv,1936,15680
2020-06-10 05:38:21 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_014.csv,3526,24721
2020-06-10 05:38:27 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_015.csv,2396,15780
2020-06-10 05:38:34 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_016.csv,2662,18453
2020-06-10 05:38:41 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_017.csv,2944,19294
2020-06-10 05:38:49 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_018.csv,4167,25284
2020-06-10 05:38:57 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_019.csv,3046,19932
2020-06-10 05:39:05 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_020.csv,3622,23177
2020-06-10 05:39:10 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_021.csv,1457,12061
2020-06-10 05:39:17 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_022.csv,3338,22163
2020-06-10 05:39:22 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_023.csv,2386,16966
2020-06-10 05:39:29 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_024.csv,2144,14658
2020-06-10 05:39:34 INFO  BatchJoin$:64 - Join result:diagonal_019.csv,uniform_025.csv,1745,12498
2020-06-10 05:39:41 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,diagonal_021.csv,46660,202265
2020-06-10 05:39:46 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,diagonal_022.csv,47615,161276
2020-06-10 05:39:52 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,diagonal_023.csv,49930,170900
2020-06-10 05:39:59 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,diagonal_024.csv,83815,316037
2020-06-10 05:40:04 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,diagonal_025.csv,50149,186326
2020-06-10 05:40:07 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_001.csv,error,error
2020-06-10 05:40:12 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_002.csv,error,error
2020-06-10 05:40:14 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_003.csv,error,error
2020-06-10 05:40:17 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_004.csv,error,error
2020-06-10 05:40:21 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_005.csv,error,error
2020-06-10 05:40:23 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_006.csv,error,error
2020-06-10 05:40:26 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_007.csv,error,error
2020-06-10 05:40:29 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_008.csv,error,error
2020-06-10 05:40:33 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_009.csv,error,error
2020-06-10 05:40:38 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_010.csv,error,error
2020-06-10 05:40:40 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_011.csv,error,error
2020-06-10 05:40:44 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_012.csv,error,error
2020-06-10 05:40:48 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_013.csv,error,error
2020-06-10 05:40:53 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_014.csv,error,error
2020-06-10 05:40:57 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_015.csv,error,error
2020-06-10 05:41:00 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_016.csv,error,error
2020-06-10 05:41:03 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_017.csv,error,error
2020-06-10 05:41:05 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_018.csv,error,error
2020-06-10 05:41:10 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_019.csv,error,error
2020-06-10 05:41:13 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_020.csv,error,error
2020-06-10 05:41:16 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_021.csv,error,error
2020-06-10 05:41:18 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_022.csv,error,error
2020-06-10 05:41:23 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_023.csv,error,error
2020-06-10 05:41:25 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_024.csv,error,error
2020-06-10 05:41:28 INFO  BatchJoin$:69 - Join result:diagonal_020.csv,gaussian_025.csv,error,error
2020-06-10 05:41:36 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_001.csv,21918,70611
2020-06-10 05:41:40 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_002.csv,22052,74220
2020-06-10 05:41:47 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_003.csv,23331,84562
2020-06-10 05:41:53 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_004.csv,23084,81687
2020-06-10 05:41:59 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_005.csv,21614,69631
2020-06-10 05:42:04 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_006.csv,21103,66369
2020-06-10 05:42:10 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_007.csv,22198,74485
2020-06-10 05:42:17 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_008.csv,25442,102707
2020-06-10 05:42:38 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_009.csv,23882,89287
2020-06-10 05:42:45 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_010.csv,22489,78730
2020-06-10 05:42:50 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_011.csv,21440,69103
2020-06-10 05:42:56 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_012.csv,21587,71723
2020-06-10 05:43:02 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_013.csv,22628,78092
2020-06-10 05:43:09 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_014.csv,23599,88229
2020-06-10 05:43:14 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_015.csv,21962,71379
2020-06-10 05:43:21 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_016.csv,23134,81881
2020-06-10 05:43:26 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_017.csv,22352,75227
2020-06-10 05:43:31 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_018.csv,21889,73302
2020-06-10 05:43:38 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_019.csv,22651,78266
2020-06-10 05:43:45 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_020.csv,22372,75206
2020-06-10 05:43:50 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_021.csv,21502,68865
2020-06-10 05:43:56 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_022.csv,21603,70259
2020-06-10 05:44:01 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_023.csv,22155,72818
2020-06-10 05:44:07 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_024.csv,23645,86085
2020-06-10 05:44:14 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,parcel_025.csv,22681,80127
2020-06-10 05:44:21 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_001.csv,2841,21187
2020-06-10 05:44:27 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_002.csv,1764,13427
2020-06-10 05:44:33 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_003.csv,2549,19041
2020-06-10 05:44:40 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_004.csv,3078,24851
2020-06-10 05:44:46 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_005.csv,1272,11427
2020-06-10 05:44:51 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_006.csv,1731,13764
2020-06-10 05:44:59 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_007.csv,3353,26149
2020-06-10 05:45:04 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_008.csv,1467,12838
2020-06-10 05:45:10 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_009.csv,2271,16232
2020-06-10 05:45:15 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_010.csv,1496,12651
2020-06-10 05:45:19 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_011.csv,1303,12088
2020-06-10 05:45:25 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_012.csv,1914,16361
2020-06-10 05:45:30 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_013.csv,1482,13607
2020-06-10 05:45:37 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_014.csv,2693,21281
2020-06-10 05:45:43 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_015.csv,1903,13770
2020-06-10 05:45:50 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_016.csv,2072,16360
2020-06-10 05:45:55 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_017.csv,2401,17569
2020-06-10 05:46:03 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_018.csv,3460,22739
2020-06-10 05:46:10 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_019.csv,2414,17605
2020-06-10 05:46:18 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_020.csv,2892,20011
2020-06-10 05:46:23 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_021.csv,1096,11038
2020-06-10 05:46:30 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_022.csv,2681,19450
2020-06-10 05:46:36 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_023.csv,1723,14470
2020-06-10 05:46:42 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_024.csv,1706,12821
2020-06-10 05:46:47 INFO  BatchJoin$:64 - Join result:diagonal_020.csv,uniform_025.csv,1374,11205
2020-06-10 05:46:54 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,diagonal_022.csv,37012,149885
2020-06-10 05:47:00 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,diagonal_023.csv,38451,160499
2020-06-10 05:47:07 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,diagonal_024.csv,65234,286286
2020-06-10 05:47:13 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,diagonal_025.csv,41044,176924
2020-06-10 05:47:19 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_001.csv,error,error
2020-06-10 05:47:22 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_002.csv,error,error
2020-06-10 05:47:25 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_003.csv,error,error
2020-06-10 05:47:30 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_004.csv,error,error
2020-06-10 05:47:33 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_005.csv,error,error
2020-06-10 05:47:38 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_006.csv,error,error
2020-06-10 05:47:44 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_007.csv,error,error
2020-06-10 05:48:00 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_008.csv,error,error
2020-06-10 05:48:06 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_009.csv,error,error
2020-06-10 05:48:10 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_010.csv,error,error
2020-06-10 05:48:13 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_011.csv,error,error
2020-06-10 05:48:16 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_012.csv,error,error
2020-06-10 05:48:21 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_013.csv,error,error
2020-06-10 05:48:27 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_014.csv,error,error
2020-06-10 05:48:33 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_015.csv,error,error
2020-06-10 05:48:38 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_016.csv,error,error
2020-06-10 05:48:43 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_017.csv,error,error
2020-06-10 05:48:46 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_018.csv,error,error
2020-06-10 05:48:49 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_019.csv,error,error
2020-06-10 05:48:52 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_020.csv,error,error
2020-06-10 05:48:57 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_021.csv,error,error
2020-06-10 05:49:00 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_022.csv,error,error
2020-06-10 05:49:03 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_023.csv,error,error
2020-06-10 05:49:09 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_024.csv,error,error
2020-06-10 05:49:13 INFO  BatchJoin$:69 - Join result:diagonal_021.csv,gaussian_025.csv,error,error
2020-06-10 05:49:22 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_001.csv,32127,103422
2020-06-10 05:49:29 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_002.csv,32311,106428
2020-06-10 05:49:37 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_003.csv,34442,123539
2020-06-10 05:49:46 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_004.csv,33498,114791
2020-06-10 05:49:53 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_005.csv,31598,100262
2020-06-10 05:49:59 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_006.csv,30572,94620
2020-06-10 05:50:06 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_007.csv,32274,107133
2020-06-10 05:50:14 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_008.csv,35911,137345
2020-06-10 05:50:23 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_009.csv,34572,121152
2020-06-10 05:50:31 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_010.csv,32696,109992
2020-06-10 05:50:37 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_011.csv,31565,100592
2020-06-10 05:50:43 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_012.csv,31530,101549
2020-06-10 05:50:51 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_013.csv,32965,113770
2020-06-10 05:50:58 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_014.csv,34117,123132
2020-06-10 05:51:04 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_015.csv,32124,103688
2020-06-10 05:51:14 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_016.csv,33246,114992
2020-06-10 05:51:20 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_017.csv,32846,109670
2020-06-10 05:51:26 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_018.csv,32077,103382
2020-06-10 05:51:34 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_019.csv,32894,111295
2020-06-10 05:51:57 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_020.csv,32447,106457
2020-06-10 05:52:03 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_021.csv,31271,97624
2020-06-10 05:52:09 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_022.csv,31884,102822
2020-06-10 05:52:15 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_023.csv,32004,103438
2020-06-10 05:52:24 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_024.csv,34462,122240
2020-06-10 05:52:31 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,parcel_025.csv,33211,115210
2020-06-10 05:52:39 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_001.csv,3913,28915
2020-06-10 05:52:46 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_002.csv,2460,18858
2020-06-10 05:52:54 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_003.csv,3677,25953
2020-06-10 05:53:03 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_004.csv,4505,34272
2020-06-10 05:53:09 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_005.csv,1766,14849
2020-06-10 05:53:15 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_006.csv,2555,18601
2020-06-10 05:53:23 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_007.csv,4712,35708
2020-06-10 05:53:31 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_008.csv,2018,16719
2020-06-10 05:53:37 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_009.csv,3246,22136
2020-06-10 05:53:43 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_010.csv,2126,16382
2020-06-10 05:53:49 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_011.csv,1902,15611
2020-06-10 05:53:55 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_012.csv,2755,22456
2020-06-10 05:54:01 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_013.csv,2038,18538
2020-06-10 05:54:09 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_014.csv,3873,29444
2020-06-10 05:54:16 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_015.csv,2821,19207
2020-06-10 05:54:23 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_016.csv,3009,22327
2020-06-10 05:54:30 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_017.csv,3311,23382
2020-06-10 05:54:39 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_018.csv,4857,31639
2020-06-10 05:54:46 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_019.csv,3181,23452
2020-06-10 05:54:54 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_020.csv,4049,27385
2020-06-10 05:55:00 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_021.csv,1594,14873
2020-06-10 05:55:08 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_022.csv,3712,27301
2020-06-10 05:55:14 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_023.csv,2461,19566
2020-06-10 05:55:21 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_024.csv,2345,17178
2020-06-10 05:55:26 INFO  BatchJoin$:64 - Join result:diagonal_021.csv,uniform_025.csv,1892,14782
2020-06-10 05:55:32 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,diagonal_023.csv,40681,128835
2020-06-10 05:55:37 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,diagonal_024.csv,67892,233103
2020-06-10 05:55:41 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,diagonal_025.csv,40052,140741
2020-06-10 05:55:45 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_001.csv,error,error
2020-06-10 05:55:49 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_002.csv,error,error
2020-06-10 05:55:52 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_003.csv,error,error
2020-06-10 05:55:56 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_004.csv,error,error
2020-06-10 05:55:59 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_005.csv,error,error
2020-06-10 05:56:01 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_006.csv,error,error
2020-06-10 05:56:05 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_007.csv,error,error
2020-06-10 05:56:08 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_008.csv,error,error
2020-06-10 05:56:10 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_009.csv,error,error
2020-06-10 05:56:13 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_010.csv,error,error
2020-06-10 05:56:16 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_011.csv,error,error
2020-06-10 05:56:19 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_012.csv,error,error
2020-06-10 05:56:24 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_013.csv,error,error
2020-06-10 05:56:27 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_014.csv,error,error
2020-06-10 05:56:29 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_015.csv,error,error
2020-06-10 05:56:47 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_016.csv,error,error
2020-06-10 05:56:51 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_017.csv,error,error
2020-06-10 05:56:53 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_018.csv,error,error
2020-06-10 05:56:55 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_019.csv,error,error
2020-06-10 05:56:57 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_020.csv,error,error
2020-06-10 05:57:00 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_021.csv,error,error
2020-06-10 05:57:02 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_022.csv,error,error
2020-06-10 05:57:04 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_023.csv,error,error
2020-06-10 05:57:08 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_024.csv,error,error
2020-06-10 05:57:11 INFO  BatchJoin$:69 - Join result:diagonal_022.csv,gaussian_025.csv,error,error
2020-06-10 05:57:18 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_001.csv,17063,56168
2020-06-10 05:57:22 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_002.csv,17171,58550
2020-06-10 05:57:28 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_003.csv,18352,66214
2020-06-10 05:57:35 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_004.csv,17977,62449
2020-06-10 05:57:39 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_005.csv,16974,55454
2020-06-10 05:57:44 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_006.csv,16206,50561
2020-06-10 05:57:49 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_007.csv,17284,58031
2020-06-10 05:57:55 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_008.csv,19583,79269
2020-06-10 05:58:01 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_009.csv,18709,66571
2020-06-10 05:58:07 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_010.csv,17606,61305
2020-06-10 05:58:12 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_011.csv,16728,53642
2020-06-10 05:58:16 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_012.csv,16803,54856
2020-06-10 05:58:21 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_013.csv,17540,60537
2020-06-10 05:58:27 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_014.csv,18178,67019
2020-06-10 05:58:32 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_015.csv,17175,56757
2020-06-10 05:58:38 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_016.csv,17826,64727
2020-06-10 05:58:42 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_017.csv,17431,60334
2020-06-10 05:58:47 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_018.csv,17022,57288
2020-06-10 05:58:53 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_019.csv,17489,60455
2020-06-10 05:59:00 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_020.csv,17563,59424
2020-06-10 05:59:04 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_021.csv,16703,53252
2020-06-10 05:59:09 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_022.csv,16822,55299
2020-06-10 05:59:13 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_023.csv,17426,58426
2020-06-10 05:59:20 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_024.csv,18641,67562
2020-06-10 05:59:26 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,parcel_025.csv,17532,60668
2020-06-10 05:59:32 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,uniform_001.csv,2342,16672
2020-06-10 05:59:38 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,uniform_002.csv,1422,11222
2020-06-10 05:59:43 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,uniform_003.csv,2115,15267
2020-06-10 05:59:50 INFO  BatchJoin$:64 - Join result:diagonal_022.csv,uniform_004.csv,2515,19890
